NAICS2022_LABEL,EMP,NAME,GEO_ID,NAICS2022,us
Lumber without yard merchant wholesalers,16981,United States,0100000US,4233101,1
Lumber with yard merchant wholesalers,34270,United States,0100000US,4233102,1
"Plywood, veneer, millwork, and wood panel merchant wholesalers",80129,United States,0100000US,4233103,1
"Brick, Stone, and Related Construction Material Merchant Wholesalers",36785,United States,0100000US,42332,1
"Brick, Stone, and Related Construction Material Merchant Wholesalers",36785,United States,0100000US,423320,1
"Brick, block, tile, clay/cement sewer pipe merchant wholesalers",16892,United States,0100000US,4233201,1
"Sand, gravel, and stone merchant wholesalers",15802,United States,0100000US,4233202,1
"Cement, lime, and related products merchant wholesalers",4091,United States,0100000US,4233203,1
"Roofing, Siding, and Insulation Material Merchant Wholesalers",46539,United States,0100000US,42333,1
"Roofing, Siding, and Insulation Material Merchant Wholesalers",46539,United States,0100000US,423330,1
Other Construction Material Merchant Wholesalers,53866,United States,0100000US,42339,1
Other Construction Material Merchant Wholesalers,53866,United States,0100000US,423390,1
Flat glass and other construction glass merchant wholesalers,7695,United States,0100000US,4233901,1
Other construction material merchant wholesalers,46171,United States,0100000US,4233902,1
Professional and Commercial Equipment and Supplies Merchant Wholesalers,660524,United States,0100000US,4234,1
Photographic Equipment and Supplies Merchant Wholesalers,9393,United States,0100000US,42341,1
Photographic Equipment and Supplies Merchant Wholesalers,9393,United States,0100000US,423410,1
Office Equipment Merchant Wholesalers,89608,United States,0100000US,42342,1
Office Equipment Merchant Wholesalers,89608,United States,0100000US,423420,1
Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,196199,United States,0100000US,42343,1
Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,196199,United States,0100000US,423430,1
Computer and computer peripheral equipment merchant wholesalers,178843,United States,0100000US,4234301,1
Computer software (packaged) merchant wholesalers,17356,United States,0100000US,4234302,1
Other Commercial Equipment Merchant Wholesalers,46791,United States,0100000US,42344,1
Other Commercial Equipment Merchant Wholesalers,46791,United States,0100000US,423440,1
Restaurant and hotel equipment and supplies merchant wholesalers,34268,United States,0100000US,4234401,1
Store machines and equipment merchant wholesalers,12523,United States,0100000US,4234402,1
"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",251030,United States,0100000US,42345,1
"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",251030,United States,0100000US,423450,1
"Surgical, medical, and hospital supplies merchant wholesalers",233126,United States,0100000US,4234501,1
Dental equipment and supplies merchant wholesalers,17904,United States,0100000US,4234502,1
Ophthalmic Goods Merchant Wholesalers,20785,United States,0100000US,42346,1
Ophthalmic Goods Merchant Wholesalers,20785,United States,0100000US,423460,1
Other Professional Equipment and Supplies Merchant Wholesalers,46718,United States,0100000US,42349,1
Other Professional Equipment and Supplies Merchant Wholesalers,46718,United States,0100000US,423490,1
Religious and school supplies merchant wholesalers,3897,United States,0100000US,4234901,1
Other professional equipment and supplies merchant wholesalers,42821,United States,0100000US,4234902,1
Metal and Mineral (except Petroleum) Merchant Wholesalers,141633,United States,0100000US,4235,1
Metal Service Centers and Other Metal Merchant Wholesalers,139176,United States,0100000US,42351,1
Metal Service Centers and Other Metal Merchant Wholesalers,139176,United States,0100000US,423510,1
Ferrous metal service centers and sales offices merchant wholesalers,116782,United States,0100000US,4235101,1
Nonferrous metal service centers and sales offices merchant wholesalers,22394,United States,0100000US,4235102,1
Coal and Other Mineral and Ore Merchant Wholesalers,2457,United States,0100000US,42352,1
Coal and Other Mineral and Ore Merchant Wholesalers,2457,United States,0100000US,423520,1
Coal merchant wholesalers,1269,United States,0100000US,4235201,1
Other mineral and ore merchant wholesalers,1188,United States,0100000US,4235202,1
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,563675,United States,0100000US,4236,1
"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",211317,United States,0100000US,42361,1
"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",211317,United States,0100000US,423610,1
"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",56836,United States,0100000US,42362,1
"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",56836,United States,0100000US,423620,1
Other Electronic Parts and Equipment Merchant Wholesalers,295522,United States,0100000US,42369,1
Other Electronic Parts and Equipment Merchant Wholesalers,295522,United States,0100000US,423690,1
Communications equipment and supplies merchant wholesalers,153117,United States,0100000US,4236901,1
Electronic parts (except communications equipment) merchant wholesalers,142405,United States,0100000US,4236902,1
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",282385,United States,0100000US,4237,1
Hardware Merchant Wholesalers,98293,United States,0100000US,42371,1
Hardware Merchant Wholesalers,98293,United States,0100000US,423710,1
Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,81233,United States,0100000US,42372,1
Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,81233,United States,0100000US,423720,1
Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,90928,United States,0100000US,42373,1
Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,90928,United States,0100000US,423730,1
Refrigeration Equipment and Supplies Merchant Wholesalers,11931,United States,0100000US,42374,1
Refrigeration Equipment and Supplies Merchant Wholesalers,11931,United States,0100000US,423740,1
"Machinery, Equipment, and Supplies Merchant Wholesalers",767929,United States,0100000US,4238,1
Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,100623,United States,0100000US,42381,1
Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,100623,United States,0100000US,423810,1
Farm and Garden Machinery and Equipment Merchant Wholesalers,109292,United States,0100000US,42382,1
Farm and Garden Machinery and Equipment Merchant Wholesalers,109292,United States,0100000US,423820,1
Farm machinery and equipment merchant wholesalers- farm dealers,70910,United States,0100000US,4238201,1
Farm machinery and equipment merchant wholesalers- wholesale distributors,24915,United States,0100000US,4238202,1
Lawn and garden machinery and equipment merchant wholesalers,13467,United States,0100000US,4238203,1
Industrial Machinery and Equipment Merchant Wholesalers,356125,United States,0100000US,42383,1
Industrial Machinery and Equipment Merchant Wholesalers,356125,United States,0100000US,423830,1
Food-processing machinery and equipment merchant wholesalers,12178,United States,0100000US,4238301,1
Hydraulic and pneumatic (fluid-power) machinery and equipment merchant wholesalers,37304,United States,0100000US,4238302,1
General-purpose industrial machinery and equipment merchant wholesalers,106321,United States,0100000US,4238303,1
Metalworking machinery and equipment merchant wholesalers,28389,United States,0100000US,4238304,1
Materials handling equipment merchant wholesalers,85084,United States,0100000US,4238305,1
"Oil well, oil refinery, and pipeline machinery, equipment, and supplies merchant wholesalers",34101,United States,0100000US,4238306,1
Other industrial machinery and equipment merchant wholesalers,52748,United States,0100000US,4238307,1
Industrial Supplies Merchant Wholesalers,107943,United States,0100000US,42384,1
Industrial Supplies Merchant Wholesalers,107943,United States,0100000US,423840,1
General-line industrial supplies merchant wholesalers,6986,United States,0100000US,4238401,1
Mechanical power transmission supplies merchant wholesalers,15012,United States,0100000US,4238402,1
Welding supplies merchant wholesalers,7730,United States,0100000US,4238403,1
Industrial containers and supplies merchant wholesalers,20620,United States,0100000US,4238404,1
Industrial valves and fittings (except fluid-power) merchant wholesalers,18218,United States,0100000US,4238405,1
Other industrial supplies merchant wholesalers,39377,United States,0100000US,4238406,1
Service Establishment Equipment and Supplies Merchant Wholesalers,58468,United States,0100000US,42385,1
Service Establishment Equipment and Supplies Merchant Wholesalers,58468,United States,0100000US,423850,1
Beauty and barber shop equipment and supplies merchant wholesalers,18396,United States,0100000US,4238501,1
Custodial and janitors' equipment and supplies merchant wholesalers,14981,United States,0100000US,4238502,1
Laundry and dry-cleaning equipment and supplies merchant wholesalers,4031,United States,0100000US,4238503,1
Other service establishment equipment and supplies merchant wholesalers,21060,United States,0100000US,4238504,1
Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,35478,United States,0100000US,42386,1
Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,35478,United States,0100000US,423860,1
Aircraft and aeronautical equipment and supplies merchant wholesalers,25155,United States,0100000US,4238601,1
"Marine machinery, equipment, and supplies merchant wholesalers",5702,United States,0100000US,4238602,1
Other transportation equipment and supplies merchant wholesalers,4621,United States,0100000US,4238603,1
Miscellaneous Durable Goods Merchant Wholesalers,338505,United States,0100000US,4239,1
Sporting and Recreational Goods and Supplies Merchant Wholesalers,73249,United States,0100000US,42391,1
Sporting and Recreational Goods and Supplies Merchant Wholesalers,73249,United States,0100000US,423910,1
Toy and hobby goods and supplies merchant wholesalers,35434,United States,0100000US,42392,1
Toy and hobby goods and supplies merchant wholesalers,35434,United States,0100000US,423920,1
Recyclable Material Merchant Wholesalers,105432,United States,0100000US,42393,1
Recyclable Material Merchant Wholesalers,105432,United States,0100000US,423930,1
Iron and steel scrap merchant wholesalers- processors and dealers,40993,United States,0100000US,4239301,1
Recyclable paper and paperboard merchant wholesalers,9733,United States,0100000US,4239302,1
Other recyclable material merchant wholesalers,54706,United States,0100000US,4239303,1
"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",40548,United States,0100000US,42394,1
"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",40548,United States,0100000US,423940,1
"Jewelry, watch, precious stone, and silverware merchant wholesalers",37168,United States,0100000US,4239401,1
Precious metal (except ore) merchant wholesalers,3380,United States,0100000US,4239402,1
Other Miscellaneous Durable Goods Merchant Wholesalers,83842,United States,0100000US,42399,1
Other Miscellaneous Durable Goods Merchant Wholesalers,83842,United States,0100000US,423990,1
Musical instruments and supplies merchant wholesalers,4492,United States,0100000US,4239901,1
Forest products (except lumber) merchant wholesalers,5297,United States,0100000US,4239902,1
General merchandise (durable goods) merchant wholesalers,12863,United States,0100000US,4239903,1
Prerecorded media merchant wholesalers,3203,United States,0100000US,4239904,1
Fire extinguishers and fire safety equipment merchant wholesalers,17547,United States,0100000US,4239905,1
Other durable goods merchant wholesalers,40440,United States,0100000US,4239906,1
"Merchant Wholesalers, Nondurable Goods",2341928,United States,0100000US,424,1
Paper and Paper Product Merchant Wholesalers,130309,United States,0100000US,4241,1
Printing and Writing Paper Merchant Wholesalers,7861,United States,0100000US,42411,1
Printing and Writing Paper Merchant Wholesalers,7861,United States,0100000US,424110,1
Stationery and Office Supplies Merchant Wholesalers,57068,United States,0100000US,42412,1
Stationery and Office Supplies Merchant Wholesalers,57068,United States,0100000US,424120,1
Industrial and Personal Service Paper Merchant Wholesalers,65380,United States,0100000US,42413,1
Industrial and Personal Service Paper Merchant Wholesalers,65380,United States,0100000US,424130,1
Drugs and Druggists' Sundries Merchant Wholesalers,308065,United States,0100000US,4242,1
Drugs and Druggists' Sundries Merchant Wholesalers,308065,United States,0100000US,42421,1
Drugs and Druggists' Sundries Merchant Wholesalers,308065,United States,0100000US,424210,1
"General-line drug wholesaler, including over the counter drugs and anitbiotics",120930,United States,0100000US,4242101,1
"Specialty-line drugs, including those which require special handling, injectables, short shelf life, experimental and nuclear",105772,United States,0100000US,4242102,1
"Health and beauty accessories, including cosmetics, toiletries, vitamins, and first-aid supplies",72428,United States,0100000US,4242103,1
Veterinarians' medicines merchant wholesalers,8935,United States,0100000US,4242104,1
"Apparel, Piece Goods, and Notions Merchant Wholesalers",180215,United States,0100000US,4243,1
"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",20874,United States,0100000US,42431,1
"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",20874,United States,0100000US,424310,1
Piece goods merchant wholesalers- jobbers,18225,United States,0100000US,4243101,1
Notions and other dry goods merchant wholesalers,2649,United States,0100000US,4243102,1
Footwear Merchant Wholesalers,30543,United States,0100000US,42434,1
Footwear Merchant Wholesalers,30543,United States,0100000US,424340,1
Clothing and Clothing Accessories Merchant Wholesalers,128798,United States,0100000US,42435,1
Clothing and Clothing Accessories Merchant Wholesalers,128798,United States,0100000US,424350,1
Grocery and Related Product Merchant Wholesalers,838535,United States,0100000US,4244,1
General Line Grocery Merchant Wholesalers,157421,United States,0100000US,42441,1
General Line Grocery Merchant Wholesalers,157421,United States,0100000US,424410,1
General line grocery merchant wholesalers- voluntary group,7595,United States,0100000US,4244101,1
General line grocery merchant wholesalers- retail cooperative,13981,United States,0100000US,4244102,1
Other general line grocery merchant wholesalers,135845,United States,0100000US,4244103,1
Packaged Frozen Food Merchant Wholesalers,84967,United States,0100000US,42442,1
Packaged Frozen Food Merchant Wholesalers,84967,United States,0100000US,424420,1
Dairy Product (except Dried or Canned) Merchant Wholesalers,40616,United States,0100000US,42443,1
Dairy Product (except Dried or Canned) Merchant Wholesalers,40616,United States,0100000US,424430,1
Raw milk merchant wholesalers,2607,United States,0100000US,4244301,1
Dairy product (except raw milk) merchant wholesalers,38009,United States,0100000US,4244302,1
Poultry and Poultry Product Merchant Wholesalers,10380,United States,0100000US,42444,1
Poultry and Poultry Product Merchant Wholesalers,10380,United States,0100000US,424440,1
Live poultry merchant wholesalers,197,United States,0100000US,4244401,1
Poultry and poultry product (except live) merchant wholesalers,10183,United States,0100000US,4244402,1
Confectionery Merchant Wholesalers,42873,United States,0100000US,42445,1
Confectionery Merchant Wholesalers,42873,United States,0100000US,424450,1
Fish and Seafood Merchant Wholesalers,21689,United States,0100000US,42446,1
Fish and Seafood Merchant Wholesalers,21689,United States,0100000US,424460,1
Meat and Meat Product Merchant Wholesalers,51953,United States,0100000US,42447,1
Meat and Meat Product Merchant Wholesalers,51953,United States,0100000US,424470,1
Fresh fruit and vegetable merchant wholesalers,110634,United States,0100000US,42448,1
Fresh fruit and vegetable merchant wholesalers,110634,United States,0100000US,424480,1
Other Grocery and Related Products Merchant Wholesalers,318002,United States,0100000US,42449,1
Other Grocery and Related Products Merchant Wholesalers,318002,United States,0100000US,424490,1
"Coffee, tea, and powdered drink mix merchant wholesalers",18126,United States,0100000US,4244901,1
Bread and baked goods merchant wholesalers,64172,United States,0100000US,4244902,1
Soft drinks and bottled water merchant wholesalers,145557,United States,0100000US,4244903,1
Nonperishable (canned) food merchant wholesalers,35517,United States,0100000US,4244904,1
Food and beverage basic material merchant wholesalers,5651,United States,0100000US,4244905,1
Other grocery specialties merchant wholesalers,48979,United States,0100000US,4244906,1
Farm Product Raw Material Merchant Wholesalers,65703,United States,0100000US,4245,1
Grain and Field Bean Merchant Wholesalers,46393,United States,0100000US,42451,1
Grain and Field Bean Merchant Wholesalers,46393,United States,0100000US,424510,1
Livestock Merchant Wholesalers,3959,United States,0100000US,42452,1
Livestock Merchant Wholesalers,3959,United States,0100000US,424520,1
Other Farm Product Raw Material Merchant Wholesalers,15351,United States,0100000US,42459,1
Other Farm Product Raw Material Merchant Wholesalers,15351,United States,0100000US,424590,1
"Hides, skins, and pelts merchant wholesalers",2202,United States,0100000US,4245901,1
Leaf tobacco merchant wholesalers,479,United States,0100000US,4245902,1
"Wool, wool tops, and mohair merchant wholesalers",67,United States,0100000US,4245903,1
Cotton merchant wholesalers,1114,United States,0100000US,4245904,1
Other farm product raw material merchant wholesalers,7303,United States,0100000US,4245905,1
"Cannabis and marijuana, recreational or medical, merchant wholesalers",4186,United States,0100000US,4245906,1
Chemical and Allied Products Merchant Wholesalers,167531,United States,0100000US,4246,1
Plastics materials and basic forms and shapes merchant wholesalers,33667,United States,0100000US,42461,1
Plastics materials and basic forms and shapes merchant wholesalers,33667,United States,0100000US,424610,1
Other Chemical and Allied Products Merchant Wholesalers,133864,United States,0100000US,42469,1
Other Chemical and Allied Products Merchant Wholesalers,133864,United States,0100000US,424690,1
Industrial gases (except LP) merchant wholesalers,22753,United States,0100000US,4246901,1
Other chemical and allied products merchant wholesalers,109451,United States,0100000US,4246902,1
Cannabidiol (CBD oil) and other cannabis and hemp extracts and concentrates merchant wholesalers,1660,United States,0100000US,4246903,1
Petroleum and Petroleum Products Merchant Wholesalers,98955,United States,0100000US,4247,1
Petroleum Bulk Stations and Terminals,66609,United States,0100000US,42471,1
Petroleum Bulk Stations and Terminals,66609,United States,0100000US,424710,1
Petroleum bulk stations and terminals (except LP),64170,United States,0100000US,4247101,1
Petroleum bulk stations (except LP),45876,United States,0100000US,42471011,1
Petroleum bulk terminals (except LP),18294,United States,0100000US,42471012,1
Liquefied petroleum bulk stations and terminals,2439,United States,0100000US,4247102,1
Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),32346,United States,0100000US,42472,1
Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),32346,United States,0100000US,424720,1
"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",213961,United States,0100000US,4248,1
Beer and ale merchant wholesalers,116506,United States,0100000US,42481,1
Beer and ale merchant wholesalers,116506,United States,0100000US,424810,1
Wine and distilled alcoholic beverage merchant wholesalers,97455,United States,0100000US,42482,1
Wine and distilled alcoholic beverage merchant wholesalers,97455,United States,0100000US,424820,1
Miscellaneous Nondurable Goods Merchant Wholesalers,338654,United States,0100000US,4249,1
Farm Supplies Merchant Wholesalers,112005,United States,0100000US,42491,1
Farm Supplies Merchant Wholesalers,112005,United States,0100000US,424910,1
Farm supplies merchant wholesalers- farm dealers,77202,United States,0100000US,4249101,1
Farm supplies merchant wholesalers- wholesale distributors,34803,United States,0100000US,4249102,1
"Book, periodical, and newspaper merchant wholesalers",16515,United States,0100000US,42492,1
"Book, periodical, and newspaper merchant wholesalers",16515,United States,0100000US,424920,1
"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",54465,United States,0100000US,42493,1
"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",54465,United States,0100000US,424930,1
Tobacco Product and Electronic Cigarette Merchant Wholesalers,57729,United States,0100000US,42494,1
Tobacco Product and Electronic Cigarette Merchant Wholesalers,57729,United States,0100000US,424940,1
"Paint, Varnish, and Supplies Merchant Wholesalers",20465,United States,0100000US,42495,1
"Paint, Varnish, and Supplies Merchant Wholesalers",20465,United States,0100000US,424950,1
Other Miscellaneous Nondurable Goods Merchant Wholesalers,77475,United States,0100000US,42499,1
Other Miscellaneous Nondurable Goods Merchant Wholesalers,77475,United States,0100000US,424990,1
Art goods merchant wholesalers,17710,United States,0100000US,4249901,1
General merchandise (nondurable goods) merchant wholesalers,7285,United States,0100000US,4249902,1
"Textile bags, bagging, and burlap merchant wholesalers",2315,United States,0100000US,4249903,1
Other nondurable goods merchant wholesalers,50165,United States,0100000US,4249904,1
Wholesale Trade Agents and Brokers,246125,United States,0100000US,425,1
Wholesale Trade Agents and Brokers,246125,United States,0100000US,4251,1
Wholesale Trade Agents and Brokers,246125,United States,0100000US,42512,1
Wholesale Trade Agents and Brokers,246125,United States,0100000US,425120,1
"Wholesale trade agents and brokers, durable goods",127894,United States,0100000US,4251203,1
Motor vehicle and motor vehicle parts and supplies agents and brokers,35996,United States,0100000US,42512031,1
Furniture and home furnishings agents and brokers,6714,United States,0100000US,42512032,1
Lumber and other construction materials agents and brokers,4018,United States,0100000US,42512033,1
Professional and commercial equipment and supplies agents and brokers,16371,United States,0100000US,42512034,1
Metal and mineral (except petroleum) agents and brokers,1519,United States,0100000US,42512035,1
Electrical and electronic goods agents and brokers,25954,United States,0100000US,42512036,1
"Hardware, plumbing, and heating equipment and supplies agents and brokers",8529,United States,0100000US,42512037,1
"Machinery, equipment, and supplies agents and brokers",17171,United States,0100000US,42512038,1
Miscellaneous durable goods agents and brokers,11622,United States,0100000US,42512039,1
"Wholesale trade agents and brokers, nondurable goods",118231,United States,0100000US,4251204,1
Paper and paper products agents and brokers,2542,United States,0100000US,42512041,1
Drugs and druggists' sundries agents and brokers,2458,United States,0100000US,42512042,1
"Apparel, piece goods, and notions agents and brokers",5019,United States,0100000US,42512043,1
Grocery and related products agents and brokers,83639,United States,0100000US,42512044,1
Farm product raw material agents and brokers,13530,United States,0100000US,42512045,1
Chemical and allied products agents and brokers,1890,United States,0100000US,42512046,1
Petroleum and petroleum products agents and brokers,368,United States,0100000US,42512047,1
"Beer, wine, and distilled alcoholic beverages agents and brokers",1939,United States,0100000US,42512048,1
Miscellaneous nondurable goods agents and brokers,6846,United States,0100000US,42512049,1
Retail trade,17077240,United States,0100000US,44-45,1
Motor Vehicle and Parts Dealers,2071126,United States,0100000US,441,1
Automobile dealers,1332645,United States,0100000US,4411,1
New Car Dealers,1150441,United States,0100000US,44111,1
New Car Dealers,1150441,United States,0100000US,441110,1
Used Car Dealers,182204,United States,0100000US,44112,1
Used Car Dealers,182204,United States,0100000US,441120,1
Other motor vehicle dealers,180855,United States,0100000US,4412,1
Recreational Vehicle Dealers,60574,United States,0100000US,44121,1
Recreational Vehicle Dealers,60574,United States,0100000US,441210,1
"Motorcycle, Boat, and Other Motor Vehicle Dealers",120281,United States,0100000US,44122,1
Boat Dealers,39292,United States,0100000US,441222,1
"Motorcycle, ATV, and All Other Motor Vehicle Dealers",80989,United States,0100000US,441227,1
"Automotive Parts, Accessories, and Tire Retailers",557626,United States,0100000US,4413,1
Automotive Parts and Accessories Retailers,380720,United States,0100000US,44133,1
Automotive Parts and Accessories Retailers,380720,United States,0100000US,441330,1
Tire Dealers,176906,United States,0100000US,44134,1
Tire Dealers,176906,United States,0100000US,441340,1
Building Material and Garden Equipment and Supplies Dealers,1448952,United States,0100000US,444,1
Building material and supplies dealers,1258887,United States,0100000US,4441,1
Home Centers,748743,United States,0100000US,44411,1
Home Centers,748743,United States,0100000US,444110,1
Paint and Wallpaper Retailers,35648,United States,0100000US,44412,1
Paint and Wallpaper Retailers,35648,United States,0100000US,444120,1
Hardware Retailers,161686,United States,0100000US,44414,1
Hardware Retailers,161686,United States,0100000US,444140,1
Other Building Material Dealers,312810,United States,0100000US,44418,1
Other Building Material Dealers,312810,United States,0100000US,444180,1
Lawn and Garden Equipment and Supplies Retailers,190065,United States,0100000US,4442,1
Outdoor Power Equipment Retailers,31822,United States,0100000US,44423,1
Outdoor Power Equipment Retailers,31822,United States,0100000US,444230,1
"Nursery, Garden Center, and Farm Supply Retailers",158243,United States,0100000US,44424,1
"Nursery, Garden Center, and Farm Supply Retailers",158243,United States,0100000US,444240,1
Food and Beverage Retailers,3463100,United States,0100000US,445,1
Grocery and Convenience Retailers,3059550,United States,0100000US,4451,1
Supermarkets and Other Grocery Retailers (except Convenience Retailers),2869313,United States,0100000US,44511,1
Supermarkets and Other Grocery Retailers (except Convenience Retailers),2869313,United States,0100000US,445110,1
Convenience Retailers and Vending Machine Operators,190237,United States,0100000US,44513,1
Convenience Retailers,151339,United States,0100000US,445131,1
Vending Machine Operators,38898,United States,0100000US,445132,1
Specialty Food Retailers,204668,United States,0100000US,4452,1
Fruit and Vegetable Retailers,19086,United States,0100000US,44523,1
Fruit and Vegetable Retailers,19086,United States,0100000US,445230,1
Meat Retailers,52407,United States,0100000US,44524,1
Meat Retailers,52407,United States,0100000US,445240,1
Fish and Seafood Retailers,14586,United States,0100000US,44525,1
Fish and Seafood Retailers,14586,United States,0100000US,445250,1
Other Specialty Food Retailers,118589,United States,0100000US,44529,1
Baked Goods Retailers,17312,United States,0100000US,445291,1
Confectionery and Nut Retailers,19595,United States,0100000US,445292,1
All Other Specialty Food Retailers,81682,United States,0100000US,445298,1
"Beer, Wine, and Liquor Retailers",198882,United States,0100000US,4453,1
"Beer, Wine, and Liquor Retailers",198882,United States,0100000US,44532,1
"Beer, Wine, and Liquor Retailers",198882,United States,0100000US,445320,1
"Furniture, Home Furnishings, Electronics, and Appliance Retailers",768528,United States,0100000US,449,1
Furniture and Home Furnishings Retailers,506767,United States,0100000US,4491,1
Furniture Retailers,214081,United States,0100000US,44911,1
Furniture Retailers,214081,United States,0100000US,449110,1
Home Furnishings Retailers,292686,United States,0100000US,44912,1
Floor Covering Retailers,74047,United States,0100000US,449121,1
Window Treatment Retailers,14199,United States,0100000US,449122,1
All Other Home Furnishings Retailers,204440,United States,0100000US,449129,1
Electronics and Appliance Retailers,261761,United States,0100000US,4492,1
Electronics and Appliance Retailers,261761,United States,0100000US,44921,1
Electronics and Appliance Retailers,261761,United States,0100000US,449210,1
General Merchandise Retailers,3975757,United States,0100000US,455,1
Department Stores,266707,United States,0100000US,4551,1
Department Stores,266707,United States,0100000US,45511,1
Department Stores,266707,United States,0100000US,455110,1
"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",3709050,United States,0100000US,4552,1
"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",3709050,United States,0100000US,45521,1
Warehouse Clubs and Supercenters,2076268,United States,0100000US,455211,1
All Other General Merchandise Retailers,1632782,United States,0100000US,455219,1
Health and Personal Care Retailers,1142380,United States,0100000US,456,1
Health and Personal Care Retailers,1142380,United States,0100000US,4561,1
Pharmacies and Drug Retailers,724538,United States,0100000US,45611,1
Pharmacies and Drug Retailers,724538,United States,0100000US,456110,1
"Cosmetics, Beauty Supplies, and Perfume Retailers",199173,United States,0100000US,45612,1
"Cosmetics, Beauty Supplies, and Perfume Retailers",199173,United States,0100000US,456120,1
Optical Goods Retailers,75167,United States,0100000US,45613,1
Optical Goods Retailers,75167,United States,0100000US,456130,1
Other Health and Personal Care Retailers,143502,United States,0100000US,45619,1
Food (Health) Supplement Retailers,59346,United States,0100000US,456191,1
All Other Health and Personal Care Retailers,84156,United States,0100000US,456199,1
Gasoline Stations and Fuel Dealers,1101757,United States,0100000US,457,1
Gasoline Stations,1028079,United States,0100000US,4571,1
Gasoline Stations with Convenience Stores,858390,United States,0100000US,45711,1
Gasoline Stations with Convenience Stores,858390,United States,0100000US,457110,1
Other Gasoline Stations,169689,United States,0100000US,45712,1
Other Gasoline Stations,169689,United States,0100000US,457120,1
Fuel Dealers,73678,United States,0100000US,4572,1
Fuel Dealers,73678,United States,0100000US,45721,1
Fuel Dealers,73678,United States,0100000US,457210,1
"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",1587861,United States,0100000US,458,1
Clothing and Clothing Accessories Retailers,1226803,United States,0100000US,4581,1
Clothing and Clothing Accessories Retailers,1226803,United States,0100000US,45811,1
Clothing and Clothing Accessories Retailers,1226803,United States,0100000US,458110,1
Shoe Retailers,235680,United States,0100000US,4582,1
Shoe Retailers,235680,United States,0100000US,45821,1
Shoe Retailers,235680,United States,0100000US,458210,1
"Jewelry, Luggage, and Leather Goods Retailers",125378,United States,0100000US,4583,1
Jewelry Retailers,117319,United States,0100000US,45831,1
Jewelry Retailers,117319,United States,0100000US,458310,1
Luggage and Leather Goods Retailers,8059,United States,0100000US,45832,1
Luggage and Leather Goods Retailers,8059,United States,0100000US,458320,1
"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",1517779,United States,0100000US,459,1
"Sporting Goods, Hobby, and Musical Instrument Retailers",481618,United States,0100000US,4591,1
Sporting Goods Retailers,285167,United States,0100000US,45911,1
Sporting Goods Retailers,285167,United States,0100000US,459110,1
"Hobby, Toy, and Game Retailers",128182,United States,0100000US,45912,1
"Hobby, Toy, and Game Retailers",128182,United States,0100000US,459120,1
"Sewing, Needlework, and Piece Goods Retailers",36579,United States,0100000US,45913,1
"Sewing, Needlework, and Piece Goods Retailers",36579,United States,0100000US,459130,1
Musical Instrument and Supplies Retailers,31690,United States,0100000US,45914,1
Musical Instrument and Supplies Retailers,31690,United States,0100000US,459140,1
Book Retailers and News Dealers,64060,United States,0100000US,4592,1
Book Retailers and News Dealers,64060,United States,0100000US,45921,1
Book Retailers and News Dealers,64060,United States,0100000US,459210,1
Florists,73535,United States,0100000US,4593,1
Florists,73535,United States,0100000US,45931,1
Florists,73535,United States,0100000US,459310,1
"Office Supplies, Stationery, and Gift Retailers",204982,United States,0100000US,4594,1
Office Supplies and Stationery Retailers,66519,United States,0100000US,45941,1
Office Supplies and Stationery Retailers,66519,United States,0100000US,459410,1
